"origin","total_departures","total_departing_passengers","year","month"
"KLL",44,61,2019,10
"KLL",31,15,2019,11
"KLL",36,43,2019,12
"KLN",50,81,2018,1
"KLN",42,95,2018,2
"KLN",55,88,2018,3
"KLN",13,32,2018,4
"KLN",85,180,2018,5
"KLN",140,285,2018,6
"KLN",135,433,2018,7
"KLN",180,494,2018,8
"KLN",122,368,2018,9
"KLN",92,182,2018,10
"KLN",90,227,2018,11
"KLN",68,164,2018,12
"KLN",55,72,2019,1
"KLN",52,72,2019,2
"KLN",54,97,2019,3
"KLN",64,96,2019,4
"KLN",111,173,2019,5
"KLN",143,280,2019,6
"KLN",160,429,2019,7
"KLN",6,20,2019,8
"KLN",132,428,2019,9
"KLN",98,162,2019,10
"KLN",87,201,2019,11
"KLN",59,121,2019,12
"KLW",132,581,2018,1
"KLW",127,615,2018,2
"KLW",156,760,2018,3
"KLW",158,908,2018,4
"KLW",239,1074,2018,5
"KLW",339,1526,2018,6
"KLW",387,2000,2018,7
"KLW",407,2160,2018,8
"KLW",261,1264,2018,9
"KLW",236,998,2018,10
"KLW",219,1026,2018,11
"KLW",181,738,2018,12
"KLW",157,696,2019,1
"KLW",140,673,2019,2
"KLW",161,864,2019,3
"KLW",172,965,2019,4
"KLW",219,1019,2019,5
"KLW",324,1608,2019,6
"KLW",383,2081,2019,7
"KLW",381,2279,2019,8
"KLW",149,862,2019,9
"KLW",163,897,2019,10
"KLW",54,230,2019,11
"KLW",152,810,2019,12
"KMO",49,37,2018,1
"KMO",46,43,2018,2
"KMO",56,17,2018,3
"KMO",28,16,2018,4
"KMO",69,24,2018,5
"KMO",55,22,2018,6
"KMO",75,87,2018,7
"KMO",87,71,2018,8
"KMO",78,37,2018,9
"KMO",80,33,2018,10
"KMO",81,66,2018,11
"KMO",57,17,2018,12
"KMO",79,103,2019,1
"KMO",104,143,2019,2
"KMO",78,75,2019,3
"KMO",123,131,2019,4
"KMO",113,148,2019,5
"KMO",80,111,2019,6
"KMO",99,149,2019,7
"KMO",116,189,2019,8
"KMO",107,120,2019,9
"KMO",123,169,2019,10
"KMO",96,180,2019,11
"KMO",101,131,2019,12
"KMY",4,1,2018,1
"KMY",3,1,2018,2
"KMY",4,5,2018,3
"KMY",1,2,2018,4
"KMY",8,9,2018,5
"KMY",11,12,2018,6
"KMY",10,10,2018,7
"KMY",11,14,2018,8
"KMY",7,6,2018,9
"KMY",4,1,2018,10
"KMY",5,2,2018,11
"KMY",4,4,2018,12
"KMY",4,0,2019,1
"KMY",4,3,2019,2
"KMY",4,3,2019,3
"KMY",4,8,2019,4
"KMY",9,17,2019,5
"KMY",11,15,2019,6
"KMY",13,16,2019,7
"KMY",7,5,2019,9
"KMY",5,0,2019,10
"KMY",3,2,2019,11
"KMY",4,0,2019,12
"KNB",9,106,2018,5
"KNB",17,215,2018,6
"KNB",3,38,2018,8
"KNB",13,173,2018,9
"KNB",9,109,2019,5
"KNB",16,201,2019,6
"KNB",3,34,2019,8
"KNB",18,206,2019,9
"KNB",6,63,2019,10
"KNB",1,1,2019,12
"KNK",54,121,2018,1
"KNK",38,73,2018,2
"KNK",67,153,2018,3
"KNK",73,175,2018,4
"KNK",62,132,2018,5
"KNK",61,153,2018,6
"KNK",68,136,2018,7
"KNK",75,213,2018,8
"KNK",71,187,2018,9
"KNK",89,250,2018,10
"KNK",52,127,2018,11
"KNK",43,144,2018,12
"KNK",55,135,2019,1
"KNK",63,138,2019,2
"KNK",73,161,2019,3
"KNK",63,115,2019,4
"KNK",61,141,2019,5
"KNK",60,135,2019,6
"KNK",72,200,2019,7
"KNK",79,182,2019,8
"KNK",65,153,2019,9
"KNK",64,166,2019,10
"KNK",48,164,2019,11
"KNK",38,106,2019,12
"KNW",67,75,2018,1
"KNW",97,241,2018,2
"KNW",124,265,2018,3
"KNW",93,219,2018,4
"KNW",89,157,2018,5
"KNW",83,212,2018,6
"KNW",98,174,2018,7
"KNW",110,173,2018,8
"KNW",88,169,2018,9
"KNW",101,180,2018,10
"KNW",87,133,2018,11
"KNW",51,102,2018,12
"KNW",83,185,2019,1
"KNW",101,194,2019,2
"KNW",72,181,2019,3
"KNW",109,221,2019,4
"KNW",130,266,2019,5
"KNW",111,247,2019,6
"KNW",137,230,2019,7
"KNW",147,270,2019,8
"KNW",128,237,2019,9
"KNW",148,334,2019,10
"KNW",83,157,2019,11
"KNW",112,194,2019,12
"KOA",1926,154217,2018,1
"KOA",1734,141152,2018,2
"KOA",1962,163019,2018,3
"KOA",1820,149840,2018,4
"KOA",1932,143604,2018,5
"KOA",1999,155472,2018,6
"KOA",2042,170790,2018,7
"KOA",1973,151807,2018,8
"KOA",1649,107759,2018,9
"KOA",1767,122688,2018,10
"KOA",1797,124645,2018,11
"KOA",1937,131036,2018,12
"KOA",1800,146545,2019,1
"KOA",1588,130365,2019,2
"KOA",1821,156216,2019,3
"KOA",1737,144901,2019,4
"KOA",1910,147577,2019,5
"KOA",2021,176406,2019,6
"KOA",1680,191094,2019,7
"KOA",1606,177369,2019,8
"KOA",1326,124834,2019,9
"KOA",1405,138163,2019,10
"KOA",1448,129998,2019,11
"KOA",1616,156326,2019,12
"KOT",237,602,2018,1
"KOT",190,490,2018,2
"KOT",262,635,2018,3
"KOT",253,594,2018,4
"KOT",257,589,2018,5
"KOT",258,540,2018,6
"KOT",237,513,2018,7
"KOT",218,504,2018,8
"KOT",192,440,2018,9
"KOT",258,751,2018,10
"KOT",214,517,2018,11
"KOT",194,451,2018,12
"KOT",146,395,2019,1
"KOT",96,211,2019,2
"KOT",239,553,2019,3
"KOT",286,547,2019,4
"KOT",235,684,2019,5
"KOT",213,470,2019,6
"KOT",236,457,2019,7
"KOT",220,505,2019,8
"KOT",216,501,2019,9
"KOT",233,597,2019,10
"KOT",166,391,2019,11
"KOT",174,341,2019,12
"KOY",4,1,2018,1
"KOY",3,1,2018,2
"KOY",4,5,2018,3
"KOY",1,2,2018,4
"KOY",7,13,2018,5
"KOY",9,12,2018,6
"KOY",9,11,2018,7
"KOY",12,19,2018,8
"KOY",7,2,2018,9
"KOY",4,1,2018,10
"KOY",5,2,2018,11
"KOY",3,4,2018,12
"KOY",4,0,2019,1
"KOY",4,3,2019,2
"KOY",4,3,2019,3
"KOY",4,8,2019,4
"KOY",10,17,2019,5
"KOY",11,18,2019,6
"KOY",9,12,2019,7
"KOY",8,5,2019,9
"KOY",5,0,2019,10
"KOY",3,2,2019,11
"KOY",4,0,2019,12
"KOZ",63,103,2018,1
"KOZ",61,112,2018,2
"KOZ",79,122,2018,3
"KOZ",18,30,2018,4
"KOZ",80,133,2018,5
"KOZ",89,132,2018,6
"KOZ",63,105,2018,7
"KOZ",91,132,2018,8
"KOZ",86,161,2018,9
"KOZ",102,168,2018,10
"KOZ",86,154,2018,11
"KOZ",77,113,2018,12
"KOZ",73,120,2019,1
"KOZ",77,112,2019,2
"KOZ",77,133,2019,3
"KOZ",89,143,2019,4
"KOZ",85,145,2019,5
"KOZ",89,137,2019,6
"KOZ",84,122,2019,7
"KOZ",71,128,2019,9
"KOZ",95,139,2019,10
"KOZ",62,67,2019,11
"KOZ",71,106,2019,12
"KPB",7,6,2018,1
"KPB",8,7,2018,2
"KPB",11,12,2018,3
"KPB",10,8,2018,4
"KPB",8,14,2018,6
"KPB",9,11,2018,7
"KPB",5,4,2018,8
"KPB",12,3,2018,9
"KPB",10,4,2018,10
"KPB",4,1,2018,11
"KPB",7,4,2018,12
"KPB",6,5,2019,1
"KPB",8,5,2019,2
"KPB",13,6,2019,3
"KPB",12,6,2019,4
"KPB",9,3,2019,5
"KPB",9,2,2019,6
"KPB",10,5,2019,7
"KPB",8,6,2019,8
"KPB",9,4,2019,9
"KPB",8,4,2019,10
"KPB",6,3,2019,11
"KPB",5,0,2019,12
"KPC",1,6,2019,9
"KPC",2,7,2019,12
"KPN",159,449,2018,1
"KPN",159,590,2018,2
"KPN",157,516,2018,3
"KPN",231,778,2018,4
"KPN",249,771,2018,5
"KPN",275,662,2018,6
"KPN",303,681,2018,7
"KPN",228,724,2018,8
"KPN",223,601,2018,9
"KPN",259,696,2018,10
"KPN",149,602,2018,11
"KPN",195,552,2018,12
"KPN",140,405,2019,1
"KPN",134,434,2019,2
"KPN",207,570,2019,3
"KPN",257,882,2019,4
"KPN",277,860,2019,5
"KPN",214,569,2019,6
"KPN",260,670,2019,7
"KPN",258,714,2019,8
"KPN",246,596,2019,9
"KPN",246,659,2019,10
"KPN",155,449,2019,11
"KPN",186,557,2019,12
"KPR",2,3,2018,1
"KPR",2,0,2018,2
"KPR",3,0,2018,3
"KPR",4,1,2018,5
"KPR",4,1,2018,6
"KPR",5,6,2018,7
"KPR",6,8,2018,8
"KPR",4,4,2018,9
"KPR",3,3,2018,10
"KPR",1,1,2018,11
"KPR",3,1,2018,12
"KPR",2,2,2019,1
"KPR",4,1,2019,2
"KPR",3,3,2019,3
"KPR",2,0,2019,4
"KPR",6,1,2019,5
"KPR",3,2,2019,6
"KPR",1,0,2019,7
"KPR",2,1,2019,9
"KPR",3,2,2019,12
"KPV",14,10,2018,1
"KPV",6,2,2018,2
"KPV",16,20,2018,3
"KPV",13,23,2018,4
"KPV",21,39,2018,5
"KPV",13,30,2018,6
"KPV",9,7,2018,7
"KPV",15,8,2018,8
"KPV",19,16,2018,9
"KPV",15,14,2018,10
"KPV",5,2,2018,11
"KPV",8,7,2018,12
"KPV",13,10,2019,1
"KPV",7,3,2019,2
"KPV",19,22,2019,3
"KPV",19,12,2019,4
"KPV",25,15,2019,5
"KPV",27,41,2019,6
"KPV",23,23,2019,7
"KPV",25,36,2019,8
"KPV",22,52,2019,9
"KPV",24,37,2019,10
"KPV",19,23,2019,11
"KPV",20,22,2019,12
"KPY",2,0,2018,1
"KPY",1,0,2018,2
"KPY",3,0,2018,3
"KPY",1,1,2018,4
"KPY",6,7,2018,5
"KPY",5,8,2018,6
"KPY",7,12,2018,7
"KPY",7,15,2018,8
"KPY",4,3,2018,9
"KPY",3,1,2018,10
"KPY",2,2,2018,11
"KPY",4,0,2018,12
"KPY",5,1,2019,1
"KPY",4,2,2019,2
"KPY",4,2,2019,3
"KPY",3,4,2019,4
"KPY",6,1,2019,5
"KPY",5,7,2019,6
"KPY",5,14,2019,7
"KPY",6,2,2019,9
"KPY",4,1,2019,10
"KPY",4,1,2019,11
"KPY",2,1,2019,12
"KQA",288,410,2018,1
"KQA",41,232,2018,2
"KQA",33,174,2018,3
"KQA",104,142,2018,5
"KQA",81,109,2018,6
"KQA",2,3,2018,7
"KQA",41,36,2018,8
"KQA",1,0,2018,10
"KQA",1,1,2018,11
"KQA",5,8,2019,1
"KQA",2,0,2019,3
"KQA",2,3,2019,5
"KQA",7,9,2019,6
"KQA",4,4,2019,7
"KQA",4,4,2019,8
"KQA",3,2,2019,10
"KQA",6,1,2019,11
"KSM",429,1040,2018,1
"KSM",397,873,2018,2
"KSM",361,816,2018,3
"KSM",481,978,2018,4
"KSM",464,1136,2018,5
"KSM",463,993,2018,6
"KSM",463,979,2018,7
"KSM",492,1117,2018,8
"KSM",428,901,2018,9
"KSM",478,1011,2018,10
"KSM",336,854,2018,11
"KSM",370,843,2018,12
"KSM",350,687,2019,1
"KSM",265,608,2019,2
"KSM",466,860,2019,3
"KSM",556,966,2019,4
"KSM",436,1047,2019,5
"KSM",458,1061,2019,6
"KSM",482,1013,2019,7
"KSM",482,1157,2019,8
"KSM",425,1013,2019,9
"KSM",464,1044,2019,10
"KSM",335,808,2019,11
"KSM",412,1051,2019,12
"KTB",57,25,2018,1
"KTB",49,30,2018,2
"KTB",71,38,2018,3
"KTB",89,90,2018,4
"KTB",81,113,2018,5
"KTB",155,192,2018,6
"KTB",282,599,2018,7
"KTB",282,648,2018,8
"KTB",190,369,2018,9
"KTB",59,70,2018,10
"KTB",55,52,2018,11
"KTB",60,32,2018,12
"KTB",48,15,2019,1
"KTB",52,54,2019,2
"KTB",77,81,2019,3
"KTB",94,111,2019,4
"KTB",121,146,2019,5
"KTB",146,190,2019,6
"KTB",221,420,2019,7
"KTB",280,638,2019,8
"KTB",151,297,2019,9
"KTB",50,51,2019,10
"KTB",33,12,2019,11
"KTB",29,10,2019,12
"KTN",371,14220,2018,1
"KTN",377,12595,2018,2
"KTN",406,15318,2018,3
"KTN",397,15206,2018,4
"KTN",473,17651,2018,5
"KTN",642,21972,2018,6
"KTN",721,29321,2018,7
"KTN",749,29141,2018,8
"KTN",523,20049,2018,9
"KTN",490,18199,2018,10
"KTN",467,17826,2018,11
"KTN",439,16969,2018,12
"KTN",382,13908,2019,1
"KTN",371,11254,2019,2
"KTN",407,15674,2019,3
"KTN",357,14906,2019,4
"KTN",459,16764,2019,5
"KTN",724,21292,2019,6
"KTN",754,29267,2019,7
"KTN",735,28990,2019,8
"KTN",414,19106,2019,9
"KTN",433,14580,2019,10
"KTN",309,12261,2019,11
"KTN",466,14981,2019,12
"KTS",117,365,2018,1
"KTS",82,235,2018,2
"KTS",95,352,2018,3
"KTS",135,456,2018,4
"KTS",126,374,2018,5
"KTS",88,222,2018,6
"KTS",93,234,2018,7
"KTS",120,314,2018,8
"KTS",102,311,2018,9
"KTS",128,451,2018,10
"KTS",102,362,2018,11
"KTS",75,152,2018,12
"KTS",120,399,2019,1
"KTS",60,212,2019,2
"KTS",89,251,2019,3
"KTS",135,414,2019,4
"KTS",113,374,2019,5
"KTS",88,256,2019,6
"KTS",99,284,2019,7
"KTS",132,405,2019,8
"KTS",100,338,2019,9
"KTS",112,357,2019,10
"KTS",85,297,2019,11
"KTS",122,349,2019,12
"KUK",175,488,2018,1
"KUK",121,351,2018,2
"KUK",161,296,2018,3
"KUK",181,468,2018,4
"KUK",185,487,2018,5
"KUK",181,357,2018,6
"KUK",223,406,2018,7
"KUK",232,487,2018,8
"KUK",212,390,2018,9
"KUK",291,639,2018,10
"KUK",118,306,2018,11
"KUK",219,498,2018,12
"KUK",129,311,2019,1
"KUK",112,249,2019,2
"KUK",259,533,2019,3
"KUK",277,648,2019,4
"KUK",252,474,2019,5
"KUK",113,228,2019,6
"KUK",210,411,2019,7
"KUK",239,448,2019,8
"KUK",248,508,2019,9
"KUK",228,495,2019,10
"KUK",137,352,2019,11
"KUK",180,394,2019,12
"KVC",54,66,2018,1
"KVC",27,47,2018,2
"KVC",56,168,2018,3
"KVC",49,148,2018,4
"KVC",53,98,2018,5
"KVC",88,102,2018,6
"KVC",33,83,2018,7
"KVC",47,107,2018,8
"KVC",41,72,2018,9
"KVC",64,196,2018,10
"KVC",54,193,2018,11
"KVC",47,111,2018,12
"KVC",37,52,2019,1
"KVC",27,77,2019,2
"KVC",55,172,2019,3
"KVC",43,83,2019,4
"KVC",66,128,2019,5
"KVC",48,67,2019,6
"KVC",54,128,2019,7
"KVC",41,82,2019,8
"KVC",46,120,2019,9
"KVC",67,222,2019,10
"KVC",46,163,2019,11
"KVC",60,95,2019,12
"KVL",145,545,2018,1
"KVL",99,389,2018,2
"KVL",115,392,2018,3
"KVL",134,451,2018,4
"KVL",126,471,2018,5
"KVL",136,461,2018,6
"KVL",148,511,2018,7
"KVL",156,577,2018,8
"KVL",143,489,2018,9
"KVL",167,664,2018,10
"KVL",138,517,2018,11
"KVL",121,368,2018,12
"KVL",166,528,2019,1
"KVL",87,329,2019,2
"KVL",143,442,2019,3
"KVL",142,566,2019,4
"KVL",127,470,2019,5
"KVL",149,456,2019,6
"KVL",156,531,2019,7
"KVL",165,557,2019,8
"KVL",167,534,2019,9
"KVL",138,557,2019,10
"KVL",132,391,2019,11
"KVL",152,477,2019,12
"KWF",71,34,2018,6
"KWF",122,74,2018,7
"KWF",50,243,2018,8
"KWF",5,0,2019,5
"KWF",66,33,2019,6
"KWF",97,83,2019,7
"KWF",77,55,2019,8
"KWK",151,342,2018,1
"KWK",110,348,2018,2
"KWK",94,200,2018,3
"KWK",168,454,2018,4
"KWK",172,438,2018,5
"KWK",172,384,2018,6
"KWK",149,362,2018,7
"KWK",159,412,2018,8
"KWK",156,341,2018,9
"KWK",167,445,2018,10
"KWK",124,378,2018,11
"KWK",138,363,2018,12
"KWK",91,255,2019,1
"KWK",101,325,2019,2
"KWK",160,387,2019,3
"KWK",191,483,2019,4
"KWK",192,507,2019,5
"KWK",202,414,2019,6
"KWK",160,374,2019,7
"KWK",159,402,2019,8
"KWK",186,417,2019,9
"KWK",163,432,2019,10
"KWK",106,322,2019,11
"KWK",128,325,2019,12
"KWN",177,567,2018,1
"KWN",161,536,2018,2
"KWN",185,487,2018,3
"KWN",250,758,2018,4
"KWN",234,610,2018,5
"KWN",310,633,2018,6
"KWN",390,979,2018,7
"KWN",315,949,2018,8
"KWN",265,625,2018,9
"KWN",305,837,2018,10
"KWN",160,424,2018,11
"KWN",207,482,2018,12
"KWN",145,377,2019,1
"KWN",179,558,2019,2
"KWN",311,727,2019,3
"KWN",402,1050,2019,4
"KWN",299,683,2019,5
"KWN",272,652,2019,6
"KWN",361,822,2019,7
"KWN",392,1022,2019,8
"KWN",297,591,2019,9
"KWN",294,657,2019,10
"KWN",142,390,2019,11
"KWN",193,458,2019,12
"KWP",4,1,2018,1
"KWP",1,0,2018,2
"KWP",5,1,2018,3
"KWP",1,2,2018,4
"KWP",2,0,2018,5
"KWP",3,3,2018,6
"KWP",3,6,2018,7
"KWP",5,6,2018,8
"KWP",3,7,2018,9
"KWP",3,1,2018,10
"KWP",2,0,2018,11
"KWP",1,0,2018,12
"KWP",3,1,2019,1
"KWP",1,0,2019,2
"KWP",2,0,2019,4
"KWP",2,1,2019,5
"KWP",3,4,2019,6
"KWP",3,4,2019,7
"KWP",1,0,2019,10
"KWP",3,3,2019,12
"KWT",162,363,2018,1
"KWT",126,258,2018,2
"KWT",94,188,2018,3
"KWT",241,659,2018,4
"KWT",176,481,2018,5
"KWT",142,318,2018,6
"KWT",182,400,2018,7
"KWT",224,461,2018,8
"KWT",184,412,2018,9
"KWT",214,495,2018,10
"KWT",96,315,2018,11
"KWT",154,412,2018,12
"KWT",89,214,2019,1
"KWT",109,286,2019,2
"KWT",191,412,2019,3
"KWT",241,629,2019,4
"KWT",175,447,2019,5
"KWT",81,182,2019,6
"KWT",146,318,2019,7
"KWT",147,322,2019,8
"KWT",175,404,2019,9
"KWT",226,511,2019,10
"KWT",184,539,2019,11
"KWT",158,376,2019,12
"KXA",5,3,2018,1
"KXA",8,7,2018,2
"KXA",10,13,2018,3
"KXA",8,14,2018,4
"KXA",11,13,2018,5
"KXA",17,24,2018,6
"KXA",19,43,2018,7
"KXA",8,10,2018,8
"KXA",12,18,2018,9
"KXA",4,2,2018,10
"KXA",5,2,2018,11
"KXA",6,2,2018,12
"KXA",7,6,2019,1
"KXA",12,18,2019,2
"KXA",6,7,2019,3
"KXA",9,8,2019,4
"KXA",11,12,2019,5
"KXA",10,8,2019,6
"KXA",12,13,2019,7
"KXA",7,9,2019,8
"KXA",5,4,2019,9
"KXA",5,1,2019,10
"KXA",5,2,2019,11
"KXA",3,0,2019,12
"KYK",16,22,2018,1
"KYK",15,22,2018,2
"KYK",21,31,2018,3
"KYK",6,13,2018,4
"KYK",30,50,2018,5
"KYK",32,60,2018,6
"KYK",29,45,2018,7
"KYK",33,42,2018,8
"KYK",45,109,2018,9
"KYK",26,39,2018,10
"KYK",24,30,2018,11
"KYK",20,25,2018,12
"KYK",21,22,2019,1
"KYK",20,20,2019,2
"KYK",18,21,2019,3
"KYK",21,24,2019,4
"KYK",24,50,2019,5
"KYK",34,59,2019,6
"KYK",23,26,2019,7
"KYK",44,76,2019,9
"KYK",31,43,2019,10
"KYK",14,16,2019,11
"KYK",18,29,2019,12
"KYU",42,190,2018,1
"KYU",44,160,2018,2
"KYU",43,113,2018,3
"KYU",50,181,2018,4
"KYU",56,216,2018,5
"KYU",47,144,2018,6
"KYU",37,105,2018,7
"KYU",54,199,2018,8
"KYU",36,127,2018,9
"KYU",42,149,2018,10
"KYU",42,175,2018,11
"KYU",47,169,2018,12
"KYU",49,202,2019,1
"KYU",40,154,2019,2
"KYU",37,124,2019,3
"KYU",54,216,2019,4
"KYU",53,176,2019,5
"KYU",51,163,2019,6
"KYU",55,161,2019,7
"KYU",51,181,2019,8
"KYU",39,134,2019,9
"KYU",44,143,2019,10
"KYU",44,184,2019,11
"KYU",41,177,2019,12
"KZB",1,0,2018,5
"KZB",1,0,2018,8
"KZB",1,0,2018,10
"KZB",1,0,2019,5
"KZB",1,0,2019,6
"KZB",1,1,2019,9
"LAF",12,264,2018,1
"LAF",10,326,2018,2
"LAF",5,178,2018,3
"LAF",5,392,2018,4
"LAF",1,186,2018,5
"LAF",2,11,2018,8
"LAF",9,681,2018,9
"LAF",10,532,2018,10
"LAF",10,622,2018,11
"LAF",11,320,2018,12
"LAF",14,253,2019,1
"LAF",9,153,2019,2
"LAF",5,262,2019,3
"LAF",2,38,2019,4
"LAF",2,0,2019,5
"LAF",17,0,2019,6
"LAF",8,0,2019,7
"LAF",12,146,2019,8
"LAF",6,547,2019,9
"LAF",18,485,2019,10
"LAF",22,475,2019,11
"LAF",4,78,2019,12
"LAL",3,71,2018,3
"LAL",1,148,2018,4
"LAL",2,3,2018,10
"LAL",1,0,2018,11
"LAL",1,0,2018,12
"LAL",1,0,2019,1
"LAL",1,0,2019,3
"LAL",2,184,2019,4
"LAN",402,13149,2018,1
"LAN",360,13138,2018,2
"LAN",436,14505,2018,3
"LAN",388,13437,2018,4
"LAN",387,14354,2018,5
"LAN",352,13448,2018,6
"LAN",391,13852,2018,7
"LAN",418,14518,2018,8
"LAN",411,14621,2018,9
"LAN",428,16343,2018,10
"LAN",381,14939,2018,11
"LAN",377,14499,2018,12
"LAN",354,11907,2019,1
"LAN",313,12060,2019,2
"LAN",367,14374,2019,3
"LAN",350,12994,2019,4
"LAN",365,14771,2019,5
"LAN",349,13514,2019,6
"LAN",350,13733,2019,7
"LAN",356,13823,2019,8
"LAN",357,14040,2019,9
"LAN",382,15787,2019,10
"LAN",360,14640,2019,11
"LAN",389,15798,2019,12
"LAR",55,1132,2018,1
"LAR",47,1091,2018,2
"LAR",52,1256,2018,3
"LAR",51,1300,2018,4
"LAR",57,1692,2018,5
"LAR",52,1473,2018,6
"LAR",55,1534,2018,7
"LAR",52,1301,2018,8
"LAR",54,1797,2018,9
"LAR",57,1904,2018,10
"LAR",55,1743,2018,11
"LAR",51,1569,2018,12
"LAR",52,1112,2019,1
"LAR",47,1184,2019,2
"LAR",45,1243,2019,3
"LAR",48,1293,2019,4
"LAR",51,1485,2019,5
"LAR",49,1683,2019,6
"LAR",56,1782,2019,7
"LAR",55,1753,2019,8
"LAR",53,2004,2019,9
"LAR",52,2022,2019,10
"LAR",50,1967,2019,11
"LAR",50,1790,2019,12
"LAS",13666,1706700,2018,1
"LAS",12273,1601501,2018,2
"LAS",14260,1928547,2018,3
"LAS",14108,1877056,2018,4
"LAS",14520,1940321,2018,5
"LAS",14339,1922541,2018,6
"LAS",14826,1985930,2018,7
"LAS",14793,1920188,2018,8
"LAS",13894,1787512,2018,9
"LAS",15029,1982831,2018,10
"LAS",13484,1842435,2018,11
"LAS",13435,1721936,2018,12
"LAS",13816,1760786,2019,1
"LAS",12286,1609066,2019,2
"LAS",14625,1970572,2019,3
"LAS",14154,1922400,2019,4
"LAS",14875,2041893,2019,5
"LAS",14341,1991967,2019,6
"LAS",14813,2025697,2019,7
"LAS",15004,1968960,2019,8
"LAS",14593,1940549,2019,9
"LAS",15474,2048760,2019,10
"LAS",13975,1865658,2019,11
"LAS",13977,1883575,2019,12
"LAW",95,2896,2018,1
"LAW",88,2951,2018,2
"LAW",111,3845,2018,3
"LAW",118,4079,2018,4
"LAW",120,4604,2018,5
"LAW",120,4345,2018,6
"LAW",123,4793,2018,7
"LAW",121,4648,2018,8
"LAW",107,4223,2018,9
"LAW",113,4559,2018,10
"LAW",110,3881,2018,11
"LAW",99,3484,2018,12
"LAW",97,2848,2019,1
"LAW",94,3620,2019,2
"LAW",109,4443,2019,3
"LAW",107,4435,2019,4
"LAW",113,4893,2019,5
"LAW",110,4694,2019,6
"LAW",113,4776,2019,7
"LAW",112,4663,2019,8
"LAW",115,4384,2019,9
"LAW",117,4633,2019,10
"LAW",104,4188,2019,11
"LAW",109,4190,2019,12
"LAX",21386,2262617,2018,1
"LAX",19373,2095480,2018,2
"LAX",22142,2548999,2018,3
"LAX",21873,2505116,2018,4
"LAX",22755,2623046,2018,5
"LAX",22962,2786754,2018,6
"LAX",23626,2861189,2018,7
"LAX",23655,2795548,2018,8
"LAX",21658,2352684,2018,9
"LAX",22387,2518361,2018,10
"LAX",21300,2453685,2018,11
"LAX",22334,2501114,2018,12
"LAX",21358,2286601,2019,1
"LAX",19195,2118175,2019,2
"LAX",22238,2638300,2019,3
"LAX",21211,2522481,2019,4
"LAX",21976,2647393,2019,5
"LAX",22353,2811389,2019,6
"LAX",23351,2905162,2019,7
"LAX",23488,2805735,2019,8
"LAX",20954,2408100,2019,9
"LAX",21804,2486006,2019,10
"LAX",20723,2403383,2019,11
"LAX",22400,2609819,2019,12
"LBB",810,31855,2018,1
"LBB",743,35002,2018,2
"LBB",878,41073,2018,3
"LBB",788,39167,2018,4
"LBB",840,44487,2018,5
"LBB",817,44560,2018,6
"LBB",806,42034,2018,7
"LBB",846,43616,2018,8
"LBB",775,40787,2018,9
"LBB",803,46079,2018,10
"LBB",864,46828,2018,11
"LBB",811,44123,2018,12
"LBB",858,36950,2019,1
"LBB",793,37634,2019,2
"LBB",894,45043,2019,3
"LBB",856,43036,2019,4
"LBB",934,48378,2019,5
"LBB",881,48311,2019,6
"LBB",905,48113,2019,7
"LBB",927,47025,2019,8
"LBB",837,42939,2019,9
"LBB",908,49839,2019,10
"LBB",841,45456,2019,11
"LBB",840,48175,2019,12
"LBE",91,10885,2018,1
"LBE",95,13690,2018,2
"LBE",121,17993,2018,3
"LBE",97,11771,2018,4
"LBE",88,12086,2018,5
"LBE",94,13793,2018,6
"LBE",92,13731,2018,7
"LBE",92,12988,2018,8
"LBE",78,10305,2018,9
"LBE",78,11456,2018,10
"LBE",87,11130,2018,11
"LBE",84,11246,2018,12
"LBE",79,11044,2019,1
"LBE",77,12216,2019,2
"LBE",115,17170,2019,3
"LBE",114,15315,2019,4
"LBE",107,14286,2019,5
"LBE",101,13847,2019,6
"LBE",97,14071,2019,7
"LBE",94,13269,2019,8
"LBE",73,10391,2019,9
"LBE",77,11804,2019,10
"LBE",88,11272,2019,11
"LBE",86,11829,2019,12
"LBF",25,149,2018,1
"LBF",67,677,2018,2
"LBF",82,1014,2018,3
"LBF",70,923,2018,4
"LBF",81,1485,2018,5
"LBF",77,1369,2018,6
"LBF",82,1766,2018,7
"LBF",83,1560,2018,8
"LBF",72,1201,2018,9
"LBF",79,1243,2018,10
"LBF",77,1370,2018,11
"LBF",71,1305,2018,12
"LBF",74,1081,2019,1
"LBF",71,1083,2019,2
"LBF",67,1097,2019,3
"LBF",72,1107,2019,4
"LBF",79,1483,2019,5
"LBF",72,1695,2019,6
"LBF",76,1615,2019,7
"LBF",79,1474,2019,8
"LBF",74,1338,2019,9
"LBF",81,1338,2019,10
"LBF",70,1324,2019,11
"LBF",73,1565,2019,12
"LBL",41,186,2018,2
"LBL",54,377,2018,3
"LBL",50,408,2018,4
"LBL",54,511,2018,5
"LBL",52,614,2018,6
"LBL",52,526,2018,7
"LBL",54,531,2018,8
"LBL",50,446,2018,9
"LBL",53,462,2018,10
"LBL",50,540,2018,11
"LBL",50,619,2018,12
"LBL",54,440,2019,1
"LBL",44,371,2019,2
"LBL",50,475,2019,3
"LBL",53,416,2019,4
"LBL",53,620,2019,5
"LBL",49,613,2019,6
"LBL",54,678,2019,7
"LBL",55,598,2019,8
"LBL",51,537,2019,9
