,,Different Marketer & Operator Carrier Code,Flight Number,Flight Year,Flight Month,Flight Day,Flight Weekday,Proportion of freight to the payload,Proportion of mail to the payload,Proportion of filled seats,Average payload (lbs),Average number of available seats,Distance interval (x500mi),Distance (miles),Scheduled Elapsed Time,Flights Count_origin,Average Flights Per Day_origin,Busyness Score_origin,Scheduled hour of departure,Precipitation (mm)_origin,Snowfall (mm)_origin,Maximum Temperature (*C)_origin,Avg Pressure for the day (hPa)_origin,Avg Wind Speed (m/s)_origin,Avg Humidity (%)_origin,Fog_origin,Thunder_origin,Smoke_or_Haze_origin,Flights Count_destination,Average Flights Per Day_destination,Busyness Score_destination,Scheduled hour of arrival,Precipitation (mm)_destination,Snowfall (mm)_destination,Maximum Temperature (*C)_destination,Avg Pressure for the day (hPa)_destination,Avg Wind Speed (m/s)_destination,Avg Humidity (%)_destination,Fog_destination,Thunder_destination,Smoke_or_Haze_destination,Departure Delay (minutes),Arrival Delay (minutes),Carrier Delay (minutes),Weather Delay (minutes),National Air System Delay (minutes),Security Delay (minutes),Late Aircraft Delay (minutes),cancelled,cancellation_code,diverted,Operator - Unique Carrier Code2_9E,Operator - Unique Carrier Code2_9K,Operator - Unique Carrier Code2_AA,Operator - Unique Carrier Code2_AS,Operator - Unique Carrier Code2_AX,Operator - Unique Carrier Code2_B6,Operator - Unique Carrier Code2_C5,Operator - Unique Carrier Code2_CP,Operator - Unique Carrier Code2_DL,Operator - Unique Carrier Code2_EM,Operator - Unique Carrier Code2_EV,Operator - Unique Carrier Code2_F9,Operator - Unique Carrier Code2_G4,Operator - Unique Carrier Code2_G7,Operator - Unique Carrier Code2_HA,Operator - Unique Carrier Code2_KS,Operator - Unique Carrier Code2_MQ,Operator - Unique Carrier Code2_NK,Operator - Unique Carrier Code2_OH,Operator - Unique Carrier Code2_OO,Operator - Unique Carrier Code2_PT,Operator - Unique Carrier Code2_QX,Operator - Unique Carrier Code2_UA,Operator - Unique Carrier Code2_VX,Operator - Unique Carrier Code2_WN,Operator - Unique Carrier Code2_YV,Operator - Unique Carrier Code2_YX,Operator - Unique Carrier Code2_ZW,Aircraft group2_4.0,Aircraft group2_6.0,Aircraft group2_UNK,Aircraft type2_432.0,Aircraft type2_441.0,Aircraft type2_482.0,Aircraft type2_530.0,Aircraft type2_608.0,Aircraft type2_612.0,Aircraft type2_614.0,Aircraft type2_622.0,Aircraft type2_623.0,Aircraft type2_624.0,Aircraft type2_626.0,Aircraft type2_627.0,Aircraft type2_629.0,Aircraft type2_631.0,Aircraft type2_634.0,Aircraft type2_638.0,Aircraft type2_655.0,Aircraft type2_656.0,Aircraft type2_673.0,Aircraft type2_675.0,Aircraft type2_676.0,Aircraft type2_677.0,Aircraft type2_678.0,Aircraft type2_687.0,Aircraft type2_694.0,Aircraft type2_696.0,Aircraft type2_698.0,Aircraft type2_699.0,Aircraft type2_721.0,Aircraft type2_722.0,Aircraft type2_723.0,Aircraft type2_887.0,Aircraft type2_888.0,Aircraft type2_UNK,Aircraft configuration2_1.0,Aircraft configuration2_2.0,Aircraft configuration2_UNK,Service class2_F,Service class2_G,Service class2_L,Service class2_UNK,Airport Type_origin2_large_airport,Airport Type_origin2_medium_airport,Airport Type_origin2_small_airport,Airport Type_destination2_large_airport,Airport Type_destination2_medium_airport,Airport Type_destination2_small_airport
50,Operator - Unique Carrier Code2_9E,0.234975367,0.170160131,0.000254049,-2.79E-05,0.00454346,-0.008472614,-0.010866846,-0.022058362,-0.085158521,-0.15657278,-0.19402882,-0.085877189,-0.092811178,-0.074064226,-0.013897863,-0.01642407,0.01286227,0.005282716,0.011961904,0.007938442,-0.034329949,0.050173707,0.011944889,0.043739056,0.025596166,,,-0.01445086,-0.017108688,0.009569874,0.011468479,0.009908445,0.008053712,-0.033578235,0.051486582,0.019162466,0.040651622,0.018542278,,,-0.014390614,-0.026935609,-0.002188772,0.0002053,-0.000425611,-0.002983506,2.68E-05,,,,1,-0.002233463,-0.065987975,-0.033271418,-0.017423466,-0.034788527,-0.013941598,-0.019848366,-0.068041087,-0.006268776,-0.025703207,-0.02238637,-0.020465947,-0.01827817,-0.019136739,-0.002374684,-0.035929253,-0.028301543,-0.033893524,-0.060185276,-0.02104516,-0.022520818,-0.053144674,-0.00596679,-0.082835691,-0.029894143,-0.037135344,-0.020236454,-0.018903622,0.01608822,-0.003795039,-0.002374684,-0.006251414,-0.017656528,-0.001472638,-0.030613892,-0.076971713,-0.058473111,-0.025139824,-0.009231922,-0.005837925,-0.006639316,-0.008968464,0.155861133,-0.034903848,-0.003897013,0.480784975,-0.030512534,-0.012206773,-0.058116979,-0.043506001,-0.019848366,-0.020236454,-0.023167576,-0.001679083,-0.049397162,-0.006688262,-0.043383092,-0.049043715,-0.006303357,-0.018530778,-0.008634261,-0.000658566,-0.047767058,-0.003795039,0.004998197,-0.005103238,-0.003795039,0.005306457,-0.005103238,-0.002634528,-0.003795039,-0.029471913,0.029779946,-0.000372584,-0.030160447,0.029818628,0.004681345
51,Operator - Unique Carrier Code2_9K,0.016114189,0.024544816,-0.012524122,-0.013268741,0.000623522,0.000867218,,,-0.023456641,-0.018169388,-0.019094039,,-0.013817832,-0.015698143,-0.014925013,-0.01519441,0.10725196,0.000230685,-0.000161315,-0.001706772,0.011266601,0.003352357,0.016366964,0.006654395,0.00816372,,,-0.014997763,-0.015245587,0.147397028,0.002190432,-0.000989887,-0.001517404,0.010502706,0.003429836,0.014275264,0.005662973,0.001398924,,,-0.006708224,-0.001553288,-0.002575221,-0.000801696,-0.002584017,-0.000204603,-0.001469867,,,,-0.002233463,1,-0.004525337,-0.002281694,-0.00119487,-0.002385735,-0.00095609,-0.001361165,-0.004666136,-0.000429901,-0.00176268,-0.001535217,-0.001403518,-0.001253484,-0.001312363,-0.000162852,-0.002463964,-0.001940869,-0.002324357,-0.004127398,-0.001443239,-0.001544437,-0.003644566,-0.000409192,-0.005680723,-0.002050087,-0.002546675,-0.00138778,-0.001296377,-0.082671262,0.11699445,-0.000162852,-0.000428711,-0.001210853,-0.000100991,-0.002099446,-0.005278582,-0.004009981,-0.001724044,-0.000633109,-0.000400354,-0.000455312,-0.000615041,-0.003562472,-0.002648955,-0.00026725,-0.003071352,-0.002092495,-0.000837119,-0.003985558,-0.002983564,-0.001361165,-0.00138778,-0.001588791,-0.000115148,-0.003387569,-0.000458669,-0.002975135,-0.00336333,-0.000432273,-0.001270808,-0.000592122,-4.52E-05,-0.003275779,0.11699445,-0.112940941,-0.000349971,0.11699445,-0.111928268,-0.000349971,-0.000180671,0.11699445,-0.010113049,0.01024866,-0.000610022,-0.010181267,0.010320028,-0.00062002
52,Operator - Unique Carrier Code2_AA,-0.28082933,-0.235168239,-0.00286212,-0.003282853,0.001536,0.007994137,-0.029756784,-0.149756012,0.129081982,0.278889785,0.255950032,0.14684209,0.144463623,0.155208598,0.121619506,0.125416045,-0.022957478,0.003081998,0.007249122,-0.013590321,0.05218732,0.075035668,-0.011366068,-0.021421606,-0.030191603,,,0.12758159,0.131014998,-0.020717546,-0.005055835,0.010597105,-0.013744916,0.052629809,0.073725571,-0.015374074,-0.01511702,-0.024209243,,,0.01521555,0.011956658,0.008312272,0.008350304,0.001602871,-0.000382581,-0.00045119,,,,-0.065987975,-0.004525337,1,-0.067412971,-0.035302601,-0.070486865,-0.028247804,-0.040215819,-0.137861625,-0.012701497,-0.052078621,-0.045358203,-0.041467132,-0.037034363,-0.038773954,-0.004811473,-0.07279815,-0.057343246,-0.068673452,-0.121944554,-0.042640707,-0.045630615,-0.107679221,-0.012089628,-0.167837752,-0.060570095,-0.075241874,-0.041002145,-0.038301623,0.051637085,-0.034338435,-0.004811473,-0.012666319,-0.035774821,-0.00298379,-0.062028417,-0.155956437,0.352596991,-0.017550354,-0.018705284,-0.011828528,0.035433287,0.065532563,-0.105253719,-0.078263743,-0.007895943,-0.090743505,-0.009577036,-0.024732785,-0.117753869,-0.088149797,-0.040215819,-0.041002145,0.075164738,-0.003402078,-0.032552996,-0.011320231,0.180894046,0.351333898,-0.010404473,-0.037546184,-0.01749433,0.009980095,-0.096783349,-0.034338435,0.035873709,-0.010339938,-0.034338435,0.035516984,-0.010339938,0.000319834,-0.034338435,0.132210515,-0.130797348,-0.015084244,0.130844985,-0.12918963,-0.017079257
53,Operator - Unique Carrier Code2_AS,-0.141595345,-0.197598299,0.004193552,0.006465937,0.001967034,0.00636087,0.049634239,-0.0153485,-0.028938521,0.125258092,0.152526207,0.16265843,0.170877501,0.165086064,-0.01967184,-0.019045272,-0.001877456,-0.008362306,-0.019846214,-0.000838288,-0.034559682,0.063334014,-0.019765273,0.010464172,0.002855962,,,-0.018125676,-0.01783134,-0.005562725,-0.019629407,-0.021382022,-0.002052389,-0.036992428,0.066281903,-0.014343483,0.009598468,5.64E-05,,,-0.033458727,-0.011697902,-0.012446177,-0.008265158,0.014195886,0.000238913,-0.013244916,,,,-0.033271418,-0.002281694,-0.067412971,1,-0.017799722,-0.035539778,-0.014242663,-0.020276988,-0.069510419,-0.006404149,-0.026258262,-0.022869799,-0.020907905,-0.018672883,-0.019549993,-0.002425965,-0.036705137,-0.028912709,-0.034625447,-0.061484964,-0.021499626,-0.02300715,-0.054292322,-0.006095642,-0.08462451,-0.0305397,-0.037937273,-0.020673456,-0.019311842,0.018928224,-0.007365723,-0.002425965,-0.006386412,-0.018037817,-0.001504439,-0.031274992,-0.066216099,0.08226227,-0.025682713,-0.009431284,-0.005963994,-0.00678269,-0.009162136,-0.053069373,-0.039460913,-0.002251038,-0.045753262,-0.031171445,-0.012470376,-0.059372002,-0.044445503,-0.020276988,-0.020673456,-0.023667874,-0.001715342,0.06582989,-0.006832693,0.024365263,-0.050102803,0.016039943,-0.018930946,-0.008820716,-0.000672788,0.318810653,-0.007365723,-0.032908567,0.15338203,-0.007365723,-0.03260278,0.15338203,-0.000132847,-0.007365723,0.033978237,-0.032912553,-0.009087363,0.036360212,-0.035289498,-0.00923631
54,Operator - Unique Carrier Code2_AX,0.125708382,0.100562754,-0.004976943,-0.005198388,0.000856942,0.001768234,,,-0.011522292,-0.137787486,-0.14080081,-0.041223679,-0.050724974,-0.046522378,0.007271996,0.008593714,0.005303068,0.006767523,-0.010481156,0.01186308,-0.025822032,-0.139400405,0.022986122,0.000211251,0.001656624,,,-0.000842603,-0.000450631,0.005668384,0.012641497,-0.01587014,0.011420031,-0.027488909,-0.136987106,0.024176572,-0.00561768,0.001727608,,,-0.000270418,0.010329295,0.011144868,-0.002989829,0.004584542,-0.001596132,0.012963043,,,,-0.017423466,-0.00119487,-0.035302601,-0.017799722,1,-0.018611353,-0.007458551,-0.010618586,-0.036400986,-0.003353703,-0.01375084,-0.01197638,-0.010948982,-0.009778554,-0.010237875,-0.001270421,-0.019221625,-0.015140911,-0.018132539,-0.032198242,-0.011258853,-0.012048308,-0.028431623,-0.003192145,-0.044315882,-0.015992929,-0.019866865,-0.010826207,-0.010113161,-0.086331552,0.130849993,-0.001270421,-0.003344415,-0.009445984,-0.00078784,-0.016377984,-0.04117874,-0.031282259,-0.013449438,-0.004938943,-0.003123205,-0.003551937,-0.004797997,-0.027791193,-0.02066476,-0.002084845,-0.023959916,-0.016323759,-0.006530445,-0.031091733,0.335713494,-0.010618586,-0.010826207,-0.012394314,-0.000898285,-0.026426759,-0.003578122,-0.023209319,-0.02623767,-0.003372204,-0.009913695,-0.004619203,-0.000352323,-0.025554677,0.130849993,-0.125706141,-0.002730157,0.130849993,-0.132701557,-0.002730157,0.060590485,0.130849993,-0.049367252,0.042001778,0.03912599,-0.050875937,0.041572887,0.052272974
55,Operator - Unique Carrier Code2_B6,-0.148051804,-0.175528304,-0.006627606,-0.005858273,-0.000214849,-0.002428663,-0.010863077,,0.040143802,0.042108772,0.055915785,0.111191079,0.110800086,0.113868788,-0.050225403,-0.050227591,-0.001428194,-0.00453725,0.013226481,-0.004782159,0.007169054,0.104762253,0.048621858,0.024454362,0.01670225,,,-0.050103408,-0.050665318,0.005756311,-0.008324031,0.014870364,0.001600937,0.009949219,0.103935378,0.047319767,0.027658808,0.016956417,,,0.021472254,0.010915746,0.026265273,-0.001819421,0.015330098,-0.00040041,0.013525181,,,,-0.034788527,-0.002385735,-0.070486865,-0.035539778,-0.018611353,1,-0.0148921,-0.021201577,-0.072679953,-0.006696165,-0.027455586,-0.023912615,-0.021861263,-0.019524329,-0.020441433,-0.002536584,-0.038378817,-0.030231069,-0.036204297,-0.064288553,-0.022479965,-0.02405623,-0.056767941,-0.006373591,-0.088483215,-0.031932248,-0.039667136,-0.021616123,-0.020192422,0.028858091,-0.020391863,-0.002536584,-0.006677619,-0.018860305,-0.001573039,-0.032701068,-0.082219446,-0.062459657,-0.026853792,-0.009861331,-0.00623594,-0.007091967,-0.009579911,-0.055489229,-0.04126025,-0.004162701,-0.047839518,-0.032592799,-0.013038999,-0.062079245,-0.046472128,-0.021201577,-0.021616123,0.4540637,-0.001793558,0.304997305,-0.00714425,-0.046340839,0.110404504,-0.006733103,-0.019794159,-0.009222922,-0.000703466,-0.051023693,-0.020391863,0.021123738,-0.005451163,-0.020391863,0.021314855,-0.005451163,-0.002814144,-0.020391863,0.044344643,-0.043547643,-0.007316037,0.042631604,-0.041899762,-0.006789978
56,Operator - Unique Carrier Code2_C5,0.100587088,0.092708116,0.003850297,0.015188793,-0.000543415,0.001361782,,,0.005000016,-0.104966556,-0.120804537,-0.048561118,-0.052668892,-0.042424792,-0.039113611,-0.039543831,0.014238746,0.003048051,0.004597023,0.007687587,-0.012290912,0.04046299,-0.005280548,0.01516789,0.012551262,,,-0.038190269,-0.039016151,0.013036401,0.006883918,0.006199895,0.00240711,-0.013707361,0.040214516,-0.005113795,0.016844616,0.007477727,,,0.015202959,0.021956677,0.012115933,-0.001175512,0.022723233,-0.001277164,0.013942706,,,,-0.013941598,-0.00095609,-0.028247804,-0.014242663,-0.007458551,-0.0148921,1,-0.00849659,-0.02912669,-0.002683506,-0.011002901,-0.009583046,-0.008760961,-0.007824428,-0.00819196,-0.001016543,-0.015380416,-0.012115184,-0.014508971,-0.025763814,-0.009008908,-0.0096406,-0.022749908,-0.002554234,-0.035459891,-0.012796936,-0.015896714,-0.008662721,-0.008092169,-0.007384028,0.018349773,-0.001016543,-0.002676074,-0.007558319,-0.0006304,-0.013105043,-0.032949668,-0.025030879,-0.010761731,-0.003951955,-0.00249907,-0.002842125,-0.003839176,-0.022237461,-0.016535158,-0.001668214,-0.019171818,-0.013061654,-0.005225415,-0.024878428,0.308274472,-0.00849659,-0.008662721,-0.009917461,-0.000718773,-0.021145692,-0.002863078,-0.018571218,-0.02099439,-0.00269831,-0.007932563,-0.003696111,-0.000281916,-0.020447885,0.018349773,-0.017158272,-0.002184569,0.018349773,-0.016857406,-0.002184569,-0.001127776,0.018349773,-0.011038229,0.011615447,-0.003807844,-0.009142579,0.009720421,-0.003870256
57,Operator - Unique Carrier Code2_CP,0.143203773,0.187255776,-0.002717372,-0.00207635,0.000910985,-0.00681399,-0.007238716,-0.024800817,-0.034096607,-0.086446812,-0.099204891,-0.045366909,-0.040995754,-0.033592365,0.008261994,0.008068593,-0.0022038,-0.006599068,-0.026805763,-0.006156559,0.005238572,-0.010885225,-0.023165102,-0.028533994,-0.003135575,,,0.006153056,0.006489278,-0.002462285,0.003587664,-0.026862316,-0.007382684,0.007928264,-0.013779797,-0.02301697,-0.033511673,-0.006105863,,,-0.006914026,-0.003174873,-0.00065191,-0.002670816,-0.006218937,-0.001818273,0.005960755,,,,-0.019848366,-0.001361165,-0.040215819,-0.020276988,-0.010618586,-0.021201577,-0.00849659,1,-0.041467071,-0.003820453,-0.015664605,-0.013643186,-0.0124728,-0.011139478,-0.011662726,-0.001447231,-0.021896783,-0.017248139,-0.020656125,-0.036679413,-0.012825797,-0.013725124,-0.032388577,-0.00363641,-0.050483519,-0.018218735,-0.022631825,-0.012332938,-0.011520654,0.000563039,0.010622381,-0.001447231,-0.003809872,-0.010760623,-0.000897487,-0.018657381,-0.046909767,-0.035635949,-0.015321255,-0.005626318,-0.003557875,-0.004046275,-0.005465756,-0.031659016,-0.023540766,-0.002375002,-0.027294524,-0.018595608,-0.007439316,0.333544542,-0.026514368,-0.012096421,-0.012332938,-0.014119285,-0.001023303,-0.030104687,-0.004076105,-0.026439463,-0.029889282,-0.003841528,-0.011293428,-0.005262078,-0.000401358,-0.029111234,0.010622381,-0.009451056,-0.003110126,0.010622381,-0.009153806,-0.003110126,-0.001605591,0.010622381,0.018541687,-0.017897008,-0.005421149,0.016671768,-0.016006426,-0.005510005
58,Operator - Unique Carrier Code2_DL,-0.289566892,-0.200967211,0.003665587,-0.003080984,-0.003567475,-0.007170982,0.001333315,0.050678728,0.080209152,0.289957314,0.293218826,0.080343852,0.075197895,0.075731853,0.156263425,0.155595811,-0.002579597,0.00407815,0.016405919,0.005603443,0.003417548,-0.004274985,0.004873126,0.010583439,0.014072604,,,0.157463453,0.156816049,-0.004212945,0.009267253,0.0168823,0.003216966,0.001880672,-0.003994469,0.000531543,0.009716013,0.012068821,,,-0.017590742,-0.052735486,-0.014593543,-0.001098875,-0.017933415,-0.000865748,-0.041438408,,,,-0.068041087,-0.004666136,-0.137861625,-0.069510419,-0.036400986,-0.072679953,-0.02912669,-0.041467071,1,-0.013096684,-0.053698965,-0.046769452,-0.042757316,-0.038186628,-0.039980344,-0.004961174,-0.07506315,-0.05912739,-0.070810118,-0.125738666,-0.043967405,-0.047050339,-0.11102949,-0.012465777,-0.173059759,-0.062454638,-0.077582906,-0.042277862,-0.039493318,0.055753263,-0.038919332,-0.004961174,-0.013060411,-0.036887898,-0.003076626,0.289685614,-0.156225409,-0.020217279,0.231617204,0.015106328,0.06832291,0.04652019,-0.018736854,-0.108528522,-0.080698796,-0.008141613,-0.093566847,0.397395632,0.179402971,-0.121417595,-0.090892439,-0.041467071,-0.042277862,-0.048401541,0.024677481,-0.019393998,-0.013973071,0.007350168,0.08245031,-0.01316893,-0.038714375,0.126897747,-0.001375872,0.120457111,-0.038919332,0.040383417,-0.010661649,-0.038919332,0.038734194,-0.010661649,0.00969786,-0.038919332,0.087065715,-0.085691127,-0.01284095,0.088810344,-0.087361991,-0.013641342
59,Operator - Unique Carrier Code2_EM,0.045228526,-0.03873906,0.00131424,0.004699968,-0.000665875,-0.001186431,0.47245486,,-0.138571276,-0.050931674,-0.052125421,-0.030272964,-0.041322018,-0.050358465,-0.033815605,-0.034140353,0.001908933,-0.00181752,0.014106389,-0.00282517,0.024130673,0.01755927,0.016182832,-0.004597947,-0.014956708,,,-0.034720309,-0.034962594,0.001756196,-0.002707284,0.012662167,-0.002452219,0.023117876,0.016505251,0.012162246,-0.004471955,-0.017178857,,,-0.008757089,0.004629001,-0.000115703,-0.00135018,-0.005693274,-0.000574271,9.26E-05,,,,-0.006268776,-0.000429901,-0.012701497,-0.006404149,-0.003353703,-0.006696165,-0.002683506,-0.003820453,-0.013096684,1,-0.004947404,-0.004308973,-0.003939326,-0.003518219,-0.003683478,-0.000457084,-0.006915734,-0.005447537,-0.006523893,-0.011584582,-0.004050814,-0.004334852,-0.010229393,-0.0011485,-0.015944379,-0.005754084,-0.007147885,-0.003895153,0.329765465,-0.232037691,-0.001840021,-0.000457084,0.997230419,-0.003398564,-0.000283456,-0.005892623,-0.014815668,-0.011255021,-0.004838963,-0.001776979,-0.001123695,-0.001277949,-0.001726268,-0.009998973,-0.007434959,-0.000750105,-0.008620521,-0.005873113,-0.002349584,-0.011186472,-0.008374122,-0.003820453,-0.003895153,-0.004459341,-0.000323193,-0.009508064,-0.00128737,-0.008350464,-0.009440032,-0.001213283,-0.003566841,-0.00166194,-0.000126762,-0.009194298,-0.001840021,0.002034031,-0.000982281,-0.001840021,0.002083983,-0.000982281,-0.000507099,-0.001840021,-0.024796244,0.025158317,-0.00171218,-0.028849809,0.029240728,-0.001740243
60,Operator - Unique Carrier Code2_EV,0.185445804,0.115504138,-0.032604408,-0.014515244,-0.000190516,0.003765287,-0.002040239,-0.006407536,-0.051078121,-0.207079041,-0.203549135,-0.069752766,-0.074351496,-0.065392824,-0.030967747,-0.030583413,-0.01248606,0.004983155,0.007284112,-0.003113583,-0.016184971,0.031061884,0.008668777,0.033364062,-0.008978405,,,-0.026405963,-0.02543538,-0.014130827,-0.001104005,0.006962287,-0.000824516,-0.01895289,0.029052265,0.013876418,0.029476935,-0.008382061,,,-0.011994076,0.002453749,0.001062891,-0.003335865,0.015648829,-0.002354624,0.000285152,,,,-0.025703207,-0.00176268,-0.052078621,-0.026258262,-0.01375084,-0.027455586,-0.011002901,-0.015664605,-0.053698965,-0.004947404,1,-0.017667632,-0.016152008,-0.014425384,-0.015102979,-0.001874134,-0.028355863,-0.022335969,-0.026749237,-0.047499051,-0.016609131,-0.017773741,-0.041942511,-0.004709073,-0.065375071,-0.02359287,-0.029307726,-0.015970889,-0.014919,-0.112240336,0.171872971,-0.001874134,-0.004933702,-0.013934776,-0.001162226,-0.024160906,-0.060747138,-0.046147787,-0.019840696,-0.007285961,-0.004607371,-0.00523984,-0.007078036,-0.028975687,-0.009043504,-0.003075576,-0.035345821,-0.024080913,-0.009633754,-0.033279221,0.455553859,-0.015664605,-0.015970889,-0.018284171,-0.001325155,-0.038984922,-0.005278468,-0.034238535,-0.038705977,-0.004974696,-0.014624746,-0.006814278,-0.00051975,-0.037698422,0.171872971,-0.165001265,-0.004027546,0.171872971,-0.163279257,-0.004027546,-0.002079206,0.171872971,-0.054612852,0.055130656,-0.001199998,-0.045976503,0.046107944,0.001454972
61,Operator - Unique Carrier Code2_F9,-0.095271137,-0.109405844,0.012696344,0.004600163,0.002276107,0.004607917,,,0.064687899,0.185987308,0.131144777,0.055682475,0.055595336,0.056826866,0.003415431,0.00372142,0.003444171,-0.010225869,-0.008698246,0.004230335,0.015933156,-0.0938862,0.005014562,-0.020533591,0.003970463,,,0.000348145,7.20E-05,0.013213988,-0.001973822,-0.009615457,0.001497333,0.019513579,-0.084197581,0.003143107,-0.020477542,-0.000209095,,,0.019636681,0.012866455,0.016205215,-0.001794918,0.014058736,-0.002050775,0.009637263,,,,-0.02238637,-0.001535217,-0.045358203,-0.022869799,-0.01197638,-0.023912615,-0.009583046,-0.013643186,-0.046769452,-0.004308973,-0.017667632,1,-0.014067693,-0.012563879,-0.013154034,-0.001632288,-0.024696717,-0.019453653,-0.023297416,-0.041369597,-0.014465827,-0.015480151,-0.036530094,-0.004101397,-0.05693883,-0.020548359,-0.025525749,-0.013909946,-0.012993797,-0.002274797,0.016053393,-0.001632288,-0.004297039,-0.012136581,-0.001012248,-0.021043093,-0.052908103,-0.040192705,-0.017280379,-0.006345753,-0.004012819,-0.004563671,-0.00616466,-0.035707244,-0.026550915,-0.002678693,-0.030784665,-0.020973423,-0.008390579,-0.039947911,-0.029904752,-0.013643186,-0.013909946,-0.015924714,-0.001154152,-0.032241877,-0.004597315,0.017424789,0.064925544,-0.004332743,0.822406745,-0.005934938,-0.000452679,-0.032833678,0.016053393,-0.014594362,-0.003507816,0.016053393,-0.015222547,-0.003507816,0.005657563,0.016053393,0.027414963,-0.026859249,-0.005005925,0.024454198,-0.024424522,-0.000761382
62,Operator - Unique Carrier Code2_G4,-0.087098266,-0.09516401,0.00406328,-0.002641486,-0.002049656,0.009557031,,,0.042936457,0.25839079,0.120071029,0.019859761,0.019745225,0.002165476,-0.100722561,-0.102997468,0.075444677,0.001095679,0.008914003,-0.000165935,0.022101394,-0.01471621,-0.010000437,-0.018025087,0.004625418,,,-0.100700235,-0.102868756,0.068357887,0.009856092,0.00432092,-0.005072584,0.018127373,-0.016058581,-0.014837531,-0.017147434,0.004421767,,,-0.004940228,0.011552332,0.00304712,0.006341949,-0.004400112,0.00043795,0.008200114,,,,-0.020465947,-0.001403518,-0.041467132,-0.020907905,-0.010948982,-0.021861263,-0.008760961,-0.0124728,-0.042757316,-0.003939326,-0.016152008,-0.014067693,1,-0.011486082,-0.012025611,-0.001492262,-0.0225781,-0.017784814,-0.021298839,-0.037820691,-0.013224871,-0.014152181,-0.033396346,-0.003749557,-0.052054311,-0.01878561,-0.023336013,-0.012716676,-0.011879119,0.009260319,-0.001195696,-0.001492262,-0.003928416,-0.01109544,-0.000925412,-0.019237904,-0.048369361,-0.036744759,-0.015797975,-0.00580138,-0.003668578,-0.004172175,-0.005635822,-0.032644085,-0.024273235,-0.0024489,-0.028143791,-0.01917421,-0.00767079,-0.036520964,-0.027339361,-0.0124728,-0.012716676,-0.014558606,-0.001055143,0.226783779,-0.004202933,0.17788996,-0.030819285,-0.003961057,-0.011644822,-0.005425807,-0.000413846,-0.030017028,-0.001195696,0.001992037,-0.003206897,-0.001195696,0.001651403,-0.003206897,0.002418918,-0.001195696,-0.105538263,0.105795064,0.002876086,-0.107246428,0.106179912,0.013358683
63,Operator - Unique Carrier Code2_G7,0.131874981,0.151641812,-0.011101078,-0.004366634,-0.000620128,-0.002119421,,,-0.031513569,-0.091019408,-0.103233318,-0.045157266,-0.045913747,-0.040764591,0.00071523,0.000937571,0.000190576,0.001296548,-0.007277867,0.005440901,-0.034986773,-0.032422909,0.006785286,0.011252294,-0.002340144,,,0.002782489,0.003475924,-0.002406533,0.00094292,0.000273503,0.007814384,-0.036267244,-0.035026327,0.010007685,0.019045458,-0.0002223,,,-0.00875969,-0.010119218,-0.001021443,-0.001188341,-0.000735726,-0.00167443,0.003550629,,,,-0.01827817,-0.001253484,-0.037034363,-0.018672883,-0.009778554,-0.019524329,-0.007824428,-0.011139478,-0.038186628,-0.003518219,-0.014425384,-0.012563879,-0.011486082,1,-0.010740092,-0.001332742,-0.020164537,-0.015883646,-0.019022027,-0.03377772,-0.011811154,-0.012639335,-0.02982633,-0.003348735,-0.046489789,-0.016777459,-0.02084143,-0.011357284,-0.01060926,0.000193782,0.010236535,-0.001332742,-0.003508475,-0.009909355,0.08056814,-0.017181403,-0.043198754,-0.032816803,-0.014109197,-0.005181222,-0.003276413,-0.003726176,-0.005033362,-0.029154485,0.403429802,-0.002187117,0.0237304,-0.017124518,-0.006850795,-0.032616932,-0.024416828,-0.011139478,-0.011357284,-0.013002314,-0.00094235,-0.027723118,-0.003753646,-0.024347848,-0.027524753,-0.003537626,-0.010400009,-0.004845797,-0.000369606,-0.026808256,0.010236535,-0.009142481,-0.002864085,0.010236535,-0.008864903,-0.002864085,-0.001478574,0.010236535,-0.006485241,0.003003208,0.028775108,-0.00550581,0.004208757,0.010874136
